channel,clear_time_s,cleared,coarse_probe_count,error_field,fallback_probe_count,first_found_time_s,found_to_clear_s,intersection_probe_count,kind,max_planned_step_m,mean_planned_step_m,reacquisition_attempts,reacquisition_move_m,reacquisition_no_signal,reacquisition_successes,reacquisition_switch_count,reacquisition_time_s,seed,strategy,suite,supplement_measure_count
2,7375.421783,1,1,adversarial,0,325.0,7050.421783,0,omni,481.84551128297545,481.84551128297545,11,1654.135765776579,7,4,11,396.82715315531584,0,w5pro,random,12
3,6937.181516,1,1,adversarial,0,331.0,6606.181516,0,omni,500.0,500.0,10,2092.601768959284,8,2,10,478.5203537918568,0,w5pro,random,12
4,5764.21885,1,6,adversarial,0,4929.807927,834.4109230000004,0,dir,500.0,307.82769100876493,6,794.0100752579693,3,3,0,188.80201505159386,0,w5pro,random,7
5,966.72559,1,0,adversarial,0,29.0,937.72559,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,2
6,5328.527982,1,3,adversarial,0,698.700922,4629.82706,0,dir,500.0,255.13963060054468,12,510.8954740760704,9,3,10,172.17909481521409,0,w5pro,random,13
7,8315.818972,1,4,adversarial,0,2115.46799,6200.350981999999,0,dir,331.0439435851913,134.37033318260833,8,1344.5272430210086,4,4,5,313.90544860420175,0,w5pro,random,10
8,9313.270095,1,0,adversarial,0,4037.779866,5275.490229,0,dir,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,1
9,3305.46188,1,0,adversarial,0,2537.478194,767.983686,0,dir,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,2
10,8785.516001,1,4,adversarial,0,3475.779866,5309.736135,0,dir,392.56991368881677,183.97984199459182,4,705.1055944547386,0,4,0,161.02111889094772,0,w5pro,random,6
12,516.876968,1,0,adversarial,0,71.0,445.87696800000003,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,1
13,5552.500407,1,8,adversarial,0,734.700922,4817.7994850000005,0,dir,500.0,300.84182165504046,17,2136.2638395338195,12,5,11,523.2527679067639,0,w5pro,random,18
14,9172.804462,1,12,adversarial,0,3765.779866,5407.024596,0,dir,500.0,217.1128909573596,12,1066.4314700378482,10,2,0,273.2862940075696,0,w5pro,random,13
16,1709.782644,1,0,adversarial,0,1190.529791,519.252853,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,1
18,616.021409,1,0,adversarial,0,107.0,509.02140899999995,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,0,w5pro,random,1
20,7839.435207,1,1,adversarial,0,119.0,7720.435207,0,dir,382.35813086111443,382.35813086111443,12,1682.5708706933808,8,4,12,408.51417413867614,0,w5pro,random,13
1,6734.511344,1,1,piecewise,0,1140.683541,5593.827802999999,0,dir,249.71517596197046,249.71517596197046,20,249.71517596197046,15,5,19,168.9430351923941,0,w5pro,random,21
