strategy,suite,seed,channel,kind,first_found_time_s,clear_time_s,found_to_clear_s,supplement_measure_count,reacquisition_attempts,reacquisition_successes,reacquisition_no_signal,reacquisition_move_m,reacquisition_switch_count,reacquisition_time_s,mean_planned_step_m,max_planned_step_m,coarse_probe_count,intersection_probe_count,fallback_probe_count,cleared
w6_persistent_bearing,collinear,10003,19,dir,113.0,1216.707296,1103.707296,7,5,5,0,614.6922893081972,1,148.93845786163945,195.95768934733186,500.0,5,0,0,1
w6_persistent_bearing,collinear,10003,20,dir,1367.735874,5339.974755,3972.238881,14,13,3,10,3703.0480529593256,10,815.6096105918651,179.58384744499347,420.11471171918697,3,0,0,1
w6_persistent_bearing,collinear,10004,1,dir,319.0,3244.884948,2925.884948,9,8,5,3,1700.9367837119812,5,385.1873567423962,204.99110116677534,437.1702177723179,4,0,0,1
w6_persistent_bearing,collinear,10004,2,dir,5263.527585,5765.964792,502.43720699999994,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10004,3,omni,331.0,3220.227189,2889.227189,7,6,3,3,487.21989658194,6,133.443979316388,301.2874367076947,401.6507108338923,2,0,0,1
w6_persistent_bearing,collinear,10004,5,dir,2122.002513,2826.739964,704.737451,4,1,1,0,329.6625623845591,0,70.93251247691182,348.72206146621227,348.72206146621227,1,0,0,1
w6_persistent_bearing,collinear,10004,6,dir,35.0,1683.377093,1648.377093,8,7,5,2,250.50590165328882,4,89.10118033065777,208.75956494282235,500.0,5,0,0,1
w6_persistent_bearing,collinear,10004,8,dir,47.0,948.042951,901.042951,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10004,9,dir,53.0,1603.867445,1550.867445,5,4,3,1,348.3507913158229,4,93.67015826316458,326.59535750973447,500.0,2,0,0,1
w6_persistent_bearing,collinear,10004,10,dir,59.0,2660.44206,2601.44206,7,6,2,4,0.34906584331012774,6,36.06981316866202,500.0,500.0,1,0,0,1
w6_persistent_bearing,collinear,10004,12,dir,71.0,1118.993079,1047.993079,6,5,1,4,686.4268963171953,3,165.28537926343907,437.5,500.0,4,0,0,1
w6_persistent_bearing,collinear,10004,13,omni,391.0,3080.234023,2689.234023,5,4,1,3,0.0,4,24.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10004,14,dir,5040.527585,5594.577466,554.0498809999999,6,3,3,0,426.3648607032012,0,100.27297214064023,151.0794732483613,259.9679986814461,3,0,0,1
w6_persistent_bearing,collinear,10004,16,dir,409.0,3137.877566,2728.877566,8,7,3,4,1209.4641125475123,5,281.8928225095025,255.1396306005403,500.0,3,0,0,1
w6_persistent_bearing,collinear,10004,17,dir,101.0,1235.385304,1134.385304,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10004,19,dir,2396.135078,3687.064042,1290.9289640000002,8,7,3,4,1141.6646069185786,2,265.3329213837157,316.9949787439524,500.0,6,0,0,1
w6_persistent_bearing,collinear,10005,1,dir,3630.460794,4598.27071,967.8099159999997,6,4,4,0,603.3267371731553,2,142.66534743463106,72.41923611232086,127.41730908297286,3,0,0,1
w6_persistent_bearing,collinear,10005,2,omni,11.0,4660.006628,4649.006628,16,15,6,9,78.54609287820365,15,105.70921857564073,500.0,500.0,1,0,0,1
w6_persistent_bearing,collinear,10005,3,dir,17.0,941.291515,924.291515,3,1,1,0,218.66525459069632,1,49.73305091813926,487.5926605081418,487.5926605081418,1,0,0,1
w6_persistent_bearing,collinear,10005,4,dir,4489.03601,5360.566251,871.5302410000004,6,5,2,3,633.4266424975832,1,152.68532849951663,363.2933349137337,500.0,5,0,0,1
w6_persistent_bearing,collinear,10005,6,dir,1126.613589,1845.530716,718.9171269999999,4,3,2,1,929.1870529684489,2,202.83741059368978,341.2688112867647,454.93260705153534,2,0,0,1
